call_no,incident_type,type_description,address,alarm_time,alarms,primary_unit,census_tract,neighborhood,council_district,ward,tract,public_works_division,pli_division,police_zone,fire_zone,latitude,longitude
F130089127,111,Building fire,"2800 BLOCK BREKER ST, PITTSBURGH PA 15212",2013-12-14T14:18:57,1,231EN35,2715,Marshall-Shadeland,1,27,42003271500,1,27,1,14-Jan,40.47003378,-80.02899769
F130089273,112,Fires in structure other than in a building,"3800 BLOCK BIGELOW BLVD, PITTSBURGH PA 15201",2013-12-14T22:08:31,1,231EN06,506,North Oakland,6,5,42003562000,3,5,4,23-Feb,40.45687624,-79.95511098
F130089653,100,"Fire, Other","400 BLOCK N LEXINGTON ST, PITTSBURGH PA 15208",2013-12-16T14:47:38,1,231EN17,1405,Point Breeze North,9,14,42003140500,2,14,4,14-Mar,40.45108931,-79.89708846
F130089773,131,Passenger vehicle fire,"S 18TH ST & MISSION ST, PITTSBURGH PA 15203",2013-12-17T06:07:16,0,231EN24,1706,South Side Slopes,3,17,42003170600,4,17,3,3-Apr,40.42382675,-79.97769255
F130089776,131,Passenger vehicle fire,"E CARSON ST & S 26TH ST, PITTSBURGH PA 15203",2013-12-17T07:22:12,0,231EN24,1609,South Side Flats,3,16,42003160900,4,16,3,24-Apr,40.42744338,-79.96840064
F130089898,118,"Trash or rubbish fire, contained","600 BLOCK PRESSLEY ST, PITTSBURGH PA 15212",2013-12-17T16:19:43,1,231EN32,2304,East Allegheny,1,23,42003563200,1,23,1,20-Jan,40.45221085,-79.99867635
F130089950,100,"Fire, Other","1000 BLOCK HIGHMONT RD, PITTSBURGH PA 15217",2013-12-17T20:09:46,1,231EN18,1402,Squirrel Hill North,8,14,42003140200,3,14,4,17-Feb,40.45161898,-79.92221621
F130090100,100,"Fire, Other","PINERIDGE ST & HERMITAGE ST, PITTSBURGH PA 15208",2013-12-18T14:06:25,1,231EN17,1301,Homewood North,9,13,42003130100,2,13,5,17-Mar,40.45899067,-79.88988976
F170044409,160,"Special outside fire, Other","400 BLOCK GLENWOOD BRG, PITTSBURGH PA 15207",2017-06-03T11:42:35,0,231EN13,1515,Hazelwood,5,15,42003562300,3,15,4,13-Feb,40.40273605,-79.93775715
F180029295,113,"Cooking fire, confined to container","2400 BLOCK SARAH ST, PITTSBURGH PA 15203",2018-04-08T10:43:31,1,231EN24,1609,South Side Flats,3,16,42003160900,4,16,3,24-Apr,40.42722254,-79.97140725
F180029630,111,Building fire,"3100 BLOCK LANDIS ST, PITTSBURGH PA 15204",2018-04-09T16:30:35,1,231EN31,2018,Sheraden,2,20,42003562500,5,20,6,16-Jan,40.45647359,-80.05559692
F180028685,143,Grass fire,"2500 BLOCK OHIO RIVER BLVD, PITTSBURGH PA 15212",2018-04-05T22:04:28,0,231EN35,2715,Marshall-Shadeland,1,27,42003980900,1,27,1,14-Jan,40.46710313,-80.03517029
F180028658,142,Brush or brush-and-grass mixture fire,"00 BLOCK BRUNOT ISLAND, PITTSBURGH PA 15212",2018-04-05T19:43:59,0,231EN35,2704,Sheraden,2,20,42003562500,5,20,6,16-Jan,40.45796651,-80.0492522
F130022633,111,Building fire,"800 BLOCK PERALTA ST, PITTSBURGH PA 15212",2013-04-04T03:43:58,3,231EN32,2304,East Allegheny,1,23,42003563200,1,23,1,5-Jan,40.4553973,-79.9972198
F130022694,111,Building fire,"300 BLOCK MECHANIC ST, PITTSBURGH PA 15218",2013-04-04T09:47:11,1,231EN19,1411,Swisshelm Park,5,14,42003141100,3,14,4,19-Feb,40.42258212,-79.89843391
F130022775,160,"Special outside fire, Other","ARLINGTON AVE & MCARDLE RDW, PITTSBURGH PA 15203",2013-04-04T15:47:55,0,231EN27,1914,,,,,,,,5-Apr,,
F130090213,112,Fires in structure other than in a building,"7000 BLOCK UPLAND ST, PITTSBURGH PA 15208",2013-12-18T23:52:05,1,231EN15,1301,Homewood North,9,13,42003130100,2,13,5,18-Mar,40.46308972,-79.89927295
F130090375,112,Fires in structure other than in a building,"LYON ST & ANAHEIM ST, PITTSBURGH PA 15219",2013-12-19T14:24:04,1,231EN10,506,Upper Hill,6,5,42003050600,3,5,2,22-Feb,40.45200946,-79.96061435
F130090516,118,"Trash or rubbish fire, contained","2800 BLOCK BANKSVILLE RD, PITTSBURGH PA 15216",2013-12-20T07:03:59,1,231EN28,2023,Banksville,2,20,42003202300,5,20,6,9-Apr,40.40491494,-80.04014547
F180029408,118,"Trash or rubbish fire, contained","5800 BLOCK CENTRE AVE, PITTSBURGH PA 15206",2018-04-08T20:34:34,1,231EN08,705,Shadyside,8,7,42003070500,2,7,4,11-Mar,40.45762754,-79.93146655
F130090596,140,"Natural vegetation fire, Other","2200 BLOCK SPRING GARDEN AVE, PITTSBURGH PA 15212",2013-12-20T13:04:28,0,231EN38,2412,Spring Garden,1,26,42003241200,1,26,1,11-Jan,40.47070153,-79.98666144
F130090630,113,"Cooking fire, confined to container","1600 BLOCK CENTRE AVE, PITTSBURGH PA 15219",2013-12-20T15:32:28,1,231EN04,305,Crawford-Roberts,6,3,42003030500,3,3,2,1-Feb,40.44140381,-79.98496036
F130090763,131,Passenger vehicle fire,"5300 BLOCK KINCAID ST, PITTSBURGH PA 15224",2013-12-21T02:50:03,0,231EN08,1017,Garfield,9,10,42003101700,2,10,5,4-Mar,40.46654046,-79.93801052
F130090783,113,"Cooking fire, confined to container","1100 BLOCK BUENTE ST, PITTSBURGH PA 15212",2013-12-21T06:53:58,1,231EN38,2620,Spring Hill-City View,1,26,42003262000,1,26,1,11-Jan,40.46661658,-79.99554483
F130090927,113,"Cooking fire, confined to container","700 BLOCK MERCER ST, PITTSBURGH PA 15219",2013-12-21T17:33:20,1,231EN04,305,Crawford-Roberts,6,3,42003030500,3,3,2,1-Feb,40.44442876,-79.98729152
F130091177,131,Passenger vehicle fire,"2400 BLOCK JOSEPHINE ST, PITTSBURGH PA 15203",2013-12-22T13:21:20,0,231EN24,1608,South Side Slopes,3,16,42003160800,4,16,3,24-Apr,40.42432645,-79.97190605
F130091190,151,"Outside rubbish, trash or waste fire","EB I376 EB HWY AT 2ND AVE, PITTSBURGH PA 15219",2013-12-22T14:19:14,0,231EN04,103,,,,,,,,2-28A,,
F130091316,130,"Mobile property (vehicle) fire, Other","900 BLOCK BERKSHIRE AVE, PITTSBURGH PA 15226",2013-12-23T03:19:47,1,231EN26,1918,Brookline,4,19,42003191800,4,19,6,26-Apr,40.39223216,-80.01991666
F130091384,118,"Trash or rubbish fire, contained","100 BLOCK 5TH AVE, PITTSBURGH PA 15222",2013-12-23T10:52:47,1,231EN03,201,Central Business District,6,1,42003020100,6,1,2,3-Jan,40.44140616,-80.00287326
F130091484,111,Building fire,"1600 BLOCK LOWRIE ST, PITTSBURGH PA 15212",2013-12-23T19:23:05,1,231EN32,2406,Troy Hill,1,24,42003240600,1,24,1,2-Jan,40.46274332,-79.98355886
F130091577,113,"Cooking fire, confined to container","100 BLOCK LACLEDE ST, PITTSBURGH PA 15211",2013-12-24T08:10:58,1,231EN27,1807,Mount Washington,3,18,42003180700,5,18,3,5-Apr,40.42303766,-80.00307666
F130091653,113,"Cooking fire, confined to container","500 BLOCK OAK LYNN CT, PITTSBURGH PA 15220",2013-12-24T14:02:23,1,231EN28,2023,Banksville,2,20,42003202300,5,20,6,9-Apr,40.41598923,-80.0351918
F130091663,131,Passenger vehicle fire,"MARLBORO AVE & ARDMORE BLVD, PITTSBURGH PA 15221",2013-12-24T15:14:06,0,231EN16,NA,,,,42003561000,,,,21-Mar,40.4356479,-79.87150181
F130091691,113,"Cooking fire, confined to container","100 BLOCK RUTH ST, PITTSBURGH PA 15201",2013-12-24T17:05:31,1,231EN27,1807,Mount Washington,2,19,42003191500,5,19,3,5-Apr,40.42378292,-80.00522858
F130091735,113,"Cooking fire, confined to container","3200 BLOCK NIAGARA ST, PITTSBURGH PA 15213",2013-12-24T21:57:26,1,231EN10,409,South Oakland,3,4,42003040900,3,4,4,10-Feb,40.43389154,-79.96037784
F130091931,111,Building fire,"5200 BLOCK DYKE ST, PITTSBURGH PA 15207",2013-12-25T21:49:29,1,23138415,1515,Hazelwood,5,15,42003562300,3,15,4,13-Feb,40.40555388,-79.94357404
F130092131,113,"Cooking fire, confined to container","600 BLOCK PENN AVE, PITTSBURGH PA 15219",2013-12-26T18:01:37,1,231EN03,201,Central Business District,6,2,42003020100,6,2,2,3-Jan,40.44258495,-80.00178951
F130092183,150,"Outside rubbish fire, Other","FORBES AVE & S BRADDOCK AVE, PITTSBURGH PA 15218",2013-12-27T01:54:44,0,231EN16,1410,Regent Square,9,14,42003141000,3,14,4,14-Mar,40.43966128,-79.89764187
F130092198,112,Fires in structure other than in a building,"7200 BLOCK EVERTON ST, PITTSBURGH PA 15206",2013-12-27T05:15:55,1,231EN15,1202,Lincoln-Lemington-Belmar,9,12,42003561900,2,12,5,18-Mar,40.46283523,-79.89219954
F130092393,100,"Fire, Other","3300 BLOCK FLEMING AVE, PITTSBURGH PA 15212",2013-12-28T02:44:16,0,231EN35,2703,Brighton Heights,1,27,42003270300,1,27,1,14-Jan,40.47542171,-80.03740953
F170044436,113,"Cooking fire, confined to container","7400 BLOCK MONTICELLO ST, PITTSBURGH PA 15208",2017-06-03T13:26:31,1,231EN17,1301,Homewood North,9,13,42003130200,2,13,5,17-Mar,40.45831363,-79.89101264
F130092530,117,"Commercial Compactor fire, confined to rubbish","800 BLOCK WESTERN AVE, PITTSBURGH PA 15233",2013-12-28T16:54:52,1,231EN37,2201,Allegheny West,1,22,42003562700,1,22,1,7-Jan,40.45245427,-80.01406062
F130092542,113,"Cooking fire, confined to container","00 BLOCK BAYARD RD, PITTSBURGH PA 15213",2013-12-28T17:52:48,1,231EN08,709,Shadyside,8,7,42003070900,2,7,4,22-Mar,40.45297698,-79.94256353
F130092545,150,"Outside rubbish fire, Other","S CANAL ST & WARFIELD ST, PITTSBURGH PA 15212",2013-12-28T18:03:23,0,231EN32,2205,North Shore,1,23,42003563200,1,23,1,20-Jan,40.45243745,-79.99521253
F130092559,113,"Cooking fire, confined to container","400 BLOCK ECKSTEIN PL, PITTSBURGH PA 15213",2013-12-28T19:42:01,1,231EN10,510,Terrace Village,6,5,42003051000,3,5,2,10-Feb,40.44239989,-79.96846137
F130092974,100,"Fire, Other","3300 BLOCK RIDGEWAY ST, PITTSBURGH PA 15219",2013-12-30T19:51:18,1,231EN10,605,Upper Hill,6,5,42003050600,3,5,2,24-Feb,40.45519168,-79.96591191
F130093012,113,"Cooking fire, confined to container","2100 BLOCK CENTRE AVE, PITTSBURGH PA 15219",2013-12-30T23:59:02,1,231EN04,501,Middle Hill,6,5,42003050100,3,5,2,1-Feb,40.44439518,-79.9789234
F130093230,118,"Trash or rubbish fire, contained","3700 BLOCK BUTLER ST, PITTSBURGH PA 15201",2013-12-31T23:58:17,1,231EN06,603,Lower Lawrenceville,7,6,42003060300,2,6,2,3-Mar,40.46620401,-79.96440072
F140080249,111,Building fire,"00 BLOCK MINOOKA ST, PITTSBURGH PA 15210",2014-11-08T05:15:20,2,231EN23,2901,Carrick,4,29,42003290200,4,29,3,12-Apr,40.40455498,-79.99045323
F150017862,111,Building fire,"500 BLOCK LINCOLN AVE, PITTSBURGH PA 15206",2015-03-05T15:41:26,1,231EN08,1204,Larimer,9,12,42003120800,2,12,5,12-Mar,40.46100933,-79.90974797
F140000017,150,"Outside rubbish fire, Other","7TH BLOCK AVE & LIBERTY AVE, PITTSBURGH PA 15222",2014-01-01T01:01:49,0,231EN32,201,Central Business District,6,2,42003020100,6,2,2,3-Jan,40.44305798,-79.99748443
F140000050,131,Passenger vehicle fire,"CHALFONT ST & BERND WAY, PITTSBURGH PA 15210",2014-01-01T02:49:25,0,231EN27,3207,Beltzhoover,3,18,42003562400,4,18,3,21-Apr,40.4166989,-79.99829148
F140000060,154,Dumpster or other outside trash receptacle fire,"7TH BLOCK ST & PENN AVE, PITTSBURGH PA 15222",2014-01-01T03:24:15,0,231EN03,201,Central Business District,6,2,42003020100,6,2,2,3-Jan,40.44323052,-80.00025935
F140000074,131,Passenger vehicle fire,"3400 BLOCK W PROSPECT AVE, PITTSBURGH PA 15205",2014-01-01T04:40:46,0,231EN30,2808,Fairywood,2,28,42003563000,5,28,6,16-Jan,40.44682072,-80.08042787
F140000082,111,Building fire,"1100 BLOCK STANFORD RD, PITTSBURGH PA 15212",2014-01-01T05:23:28,2,231EN35,2708,Brighton Heights,1,27,42003270800,1,27,1,14-Jan,40.48094373,-80.03126532
F140000126,113,"Cooking fire, confined to container","300 BLOCK SPENCER AVE, PITTSBURGH PA 15210",2014-01-01T11:57:18,1,231EN23,2904,Carrick,4,29,42003290400,4,29,3,15-Apr,40.39021412,-79.97620672
F140000143,154,Dumpster or other outside trash receptacle fire,"800 BLOCK VINIAL ST, PITTSBURGH PA 15212",2014-01-01T13:48:05,0,231EN32,2406,Troy Hill,1,24,42003240600,1,24,1,5-Jan,40.45708052,-79.99171468
F140000169,111,Building fire,"1400 BLOCK GREYSTONE DR, PITTSBURGH PA 15206",2014-01-01T16:44:08,1,231EN08,1102,Highland Park,7,11,42003110200,2,11,5,9-Mar,40.47744639,-79.91784553
F140000276,111,Building fire,"3000 BLOCK MERWYN AVE, PITTSBURGH PA 15204",2014-01-02T08:24:01,1,231EN31,2018,Sheraden,2,20,42003562500,5,20,6,16-Jan,40.45726758,-80.05185635
F140000354,111,Building fire,"200 BLOCK DILWORTH ST, PITTSBURGH PA 15211",2014-01-02T12:52:31,1,231EN27,1914,Mount Washington,2,19,42003191400,5,19,3,27-Apr,40.42560738,-80.01325648
F150017967,113,"Cooking fire, confined to container","500 BLOCK KNOLL ST, PITTSBURGH PA 15212",2015-03-05T23:55:48,1,231EN32,2304,East Allegheny,1,23,42003563200,1,23,1,6-Jan,40.45743796,-80.00189362
F170044470,151,"Outside rubbish, trash or waste fire","1200 BLOCK EARLHAM ST, PITTSBURGH PA 15205",2017-06-03T15:44:07,0,231EN29,2815,Crafton Heights,2,28,42003281500,5,28,6,18-Jan,40.44111441,-80.05503783
F140000585,113,"Cooking fire, confined to container","300 BLOCK N LANG AVE, PITTSBURGH PA 15208",2014-01-03T08:59:18,1,231EN17,1405,Point Breeze,8,14,42003140600,3,14,4,14-Mar,40.44857339,-79.90528723
F140000725,114,"Chimney or flue fire, confined to chimney or flue","1900 BLOCK FEDERAL STREET EXT & MERCY, PITTSBURGH PA 15212",2014-01-03T18:01:36,1,231EN38,2509,,,,,,,,10-Jan,,
F140001171,113,"Cooking fire, confined to container","100 BLOCK BOGGS AVE , PITTSBURGH PA 15219",2014-01-05T10:46:40,1,231EN27,1914,Mount Washington,2,19,42003191400,5,19,3,27-Apr,40.42718855,-80.00561405
F140001205,113,"Cooking fire, confined to container","00 BLOCK S 26TH ST, PITTSBURGH PA 15203",2014-01-05T12:24:25,1,231EN04,1609,South Side Flats,3,16,42003160900,4,16,3,24-Apr,40.42905625,-79.96770064
F140001265,111,Building fire,"2800 BLOCK KENILWORTH AVE, PITTSBURGH PA 15226",2014-01-05T16:11:42,1,231EN26,1919,Brookline,4,19,42003191900,4,19,6,26-Apr,40.39619459,-80.02656707
F140001275,113,"Cooking fire, confined to container","5000 BLOCK ROSECREST DR, PITTSBURGH PA 15201",2014-01-05T16:47:55,1,231EN07,1005,Stanton Heights,9,10,42003100500,2,10,5,7-Mar,40.47896501,-79.93509001
F140001319,111,Building fire,"800 BLOCK WOOD ST, PITTSBURGH PA 15221",2014-01-05T19:38:54,1,231EN16,NA,,,,42003560600,,,,16-Mar,40.44210458,-79.88530189
F140001787,113,"Cooking fire, confined to container","2500 BLOCK PERRYSVILLE AVE, PITTSBURGH PA 15212",2014-01-07T07:42:20,1,231EN38,2614,Perry South,6,26,42003261400,1,26,1,12-Jan,40.469714,-80.00794082
F140001949,114,"Chimney or flue fire, confined to chimney or flue","400 BLOCK VANDALIA ST, PITTSBURGH PA 15210",2014-01-07T15:23:35,1,231EN27,1809,Beltzhoover,4,18,42003562400,4,18,3,21-Apr,40.4135176,-80.00027016
F150018373,111,Building fire,"7000 BLOCK WILLARD ST, PITTSBURGH PA 15208",2015-03-07T10:44:22,1,231EN16,1406,Point Breeze,9,14,42003140600,3,14,4,14-Mar,40.44603242,-79.90874342
F140001951,130,"Mobile property (vehicle) fire, Other","BAUSMAN ST & E SAW MILL RUN, PITTSBURGH PA 15210",2014-01-07T15:25:10,0,231EN26,1809,Bon Air,4,18,42003562400,4,18,3,18-Apr,40.41111529,-80.00602827
F170044496,142,Brush or brush-and-grass mixture fire,"1800 BLOCK FORBES AVE, PITTSBURGH PA 15219",2017-06-03T17:15:46,0,231EN04,103,Bluff,6,1,42003010300,3,1,2,1-Feb,40.43734495,-79.9813222
F140002401,111,Building fire,"2800 BLOCK SANBORN ST, PITTSBURGH PA 15204",2014-01-08T12:12:01,1,231EN31,2814,Crafton Heights,2,28,42003281400,5,28,6,16-Jan,40.44974206,-80.05535747
F140002816,113,"Cooking fire, confined to container","2200 BLOCK MCMONAGLE AVE, PITTSBURGH PA 15220",2014-01-09T00:40:24,1,231EN28,2023,Banksville,2,20,42003202300,5,20,6,9-Apr,40.39984709,-80.04470618
F150018536,113,"Cooking fire, confined to container","100 BLOCK S 18TH ST, PITTSBURGH PA 15203",2015-03-08T00:55:24,1,231EN24,1702,South Side Flats,3,17,42003170200,4,17,3,24-Apr,40.42813128,-79.98083281
F150018733,131,Passenger vehicle fire,"3700 BLOCK CALIFORNIA AVE, PITTSBURGH PA 15212",2015-03-09T01:36:03,0,231EN35,2701,Brighton Heights,1,27,42003270100,1,27,1,14-Jan,40.4818995,-80.04168657
F150018875,113,"Cooking fire, confined to container","900 BLOCK ROSELLE CT, PITTSBURGH PA 15207",2015-03-09T14:23:29,1,231EN13,1504,Glen Hazel,5,15,42003562300,3,15,4,13-Feb,40.40687377,-79.93258364
F150018924,113,"Cooking fire, confined to container","1300 BLOCK EVERS DR, PITTSBURGH PA 15206",2015-03-09T18:39:05,1,231EN15,1203,Lincoln-Lemington-Belmar,9,12,42003120300,2,12,5,18-Mar,40.47181795,-79.89855708
F180030155,136,Self-propelled motor home or recreational vehicle,"1200 BLOCK E CARSON ST, PITTSBURGH PA 15203",2018-04-11T15:24:56,0,231EN24,1702,South Side Flats,3,17,42003170200,4,17,3,24-Apr,40.42869554,-79.98638716
F130056955,113,"Cooking fire, confined to container","200 BLOCK THE BOULEVARD ST, PITTSBURGH PA 15210",2013-08-08T09:05:38,1,231EN23,2902,Carrick,4,29,42003290200,4,29,3,12-Apr,40.40109131,-79.98573297
F140003425,111,Building fire,"4800 BLOCK BROAD ST, PITTSBURGH PA 15206",2014-01-10T11:56:05,1,231EN08,1017,Garfield,9,10,42003101700,2,10,5,4-Mar,40.46690458,-79.9460925
F140015339,131,Passenger vehicle fire,"LAFAYETTE AVE & FEDERAL STR, PITTSBURGH PA 15212",2014-02-26T12:17:12,0,231EN38,2614,Fineview,6,25,42003250900,1,25,1,10-Jan,40.46509937,-80.01004354
F140016509,111,Building fire,"500 BLOCK KELLY AVE, PITTSBURGH PA 15221",2014-03-03T05:06:29,1,231EN16,NA,,,,42003560400,,,,16-Mar,40.44059685,-79.88948009
F150019275,131,Passenger vehicle fire,"1100 BLOCK LANGTRY ST, PITTSBURGH PA 15212",2015-03-11T00:33:32,0,231EN35,2715,Marshall-Shadeland,1,27,42003271500,1,27,1,14-Jan,40.47742159,-80.02818677
F150019794,111,Building fire,"300 BLOCK CAMFIELD ST, PITTSBURGH PA 15210",2015-03-12T20:58:18,1,231EN23,1806,Bon Air,4,18,42003562400,4,18,3,7-Apr,40.40772697,-79.99831511
F150019805,150,"Outside rubbish fire, Other","1500 BLOCK ECKERT ST, PITTSBURGH PA 15212",2015-03-12T21:35:30,0,231EN35,2715,Marshall-Shadeland,1,27,42003271500,1,27,1,14-Jan,40.47143042,-80.03374978
F150019990,140,"Natural vegetation fire, Other","400 BLOCK GLENWOOD BRG, PITTSBURGH PA 15213",2015-03-13T15:00:39,0,231EN20,1515,Hazelwood,5,15,42003562300,3,15,4,13-Feb,40.40273605,-79.93775715
F150020018,130,"Mobile property (vehicle) fire, Other","800 BLOCK FREEPORT RD, PITTSBURGH PA 15238",2015-03-13T17:01:57,0,231EN15,1201,,,,42003421100,,,,24-Mar,40.49830236,-79.8536974
F150020202,114,"Chimney or flue fire, confined to chimney or flue","5100 BLOCK BLAIR ST, PITTSBURGH PA 15207",2015-03-14T11:52:25,1,231EN13,1501,Hazelwood,5,15,42003562900,3,15,4,13-Feb,40.4065005,-79.94650857
F130057054,111,Building fire,"500 BLOCK PROTECTORY PL, PITTSBURGH PA 15219",2013-08-08T14:55:32,1,231EN04,305,Crawford-Roberts,6,3,42003030500,3,3,2,1-Feb,40.44151954,-79.98498551
F150020218,113,"Cooking fire, confined to container","5100 BLOCK ROSECREST PL, PITTSBURGH PA 15201",2015-03-14T13:06:00,1,231EN07,1005,Stanton Heights,9,10,42003100500,2,10,5,7-Mar,40.47619902,-79.93521184
F150020325,113,"Cooking fire, confined to container","5600 BLOCK FORWARD AVE, PITTSBURGH PA 15217",2015-03-14T20:13:48,1,231EN18,1414,Squirrel Hill South,5,14,42003141400,3,14,4,21-Feb,40.4277518,-79.92709834
F140003933,131,Passenger vehicle fire,"1000 BLOCK FINDLEY DR W, PITTSBURGH PA 15221",2014-01-12T04:35:29,1,231EN16,NA,,,,42003561400,,,,20-Mar,40.44537306,-79.86535725
F140003988,111,Building fire,"1100 BLOCK SWISSVALE AVE, PITTSBURGH PA 15221",2014-01-12T12:36:37,1,231EN16,NA,East Hills,9,13,42003130600,2,13,5,19-Mar,40.449988,-79.87416606
F140004033,111,Building fire,"2000 BLOCK LETSCHE ST, PITTSBURGH PA 15214",2014-01-12T15:38:37,1,231EN38,2509,Fineview,6,25,42003250900,1,25,1,10-Jan,40.46347305,-80.00845232
F140004181,131,Passenger vehicle fire,"00 BLOCK ALLEGHENY AVE, PITTSBURGH PA 15233",2014-01-13T08:00:16,0,231EN37,2108,Allegheny West,1,22,42003562700,1,22,1,8-Jan,40.45062996,-80.01853444
F140004312,151,"Outside rubbish, trash or waste fire","SHETLAND ST & WINFIELD ST, PITTSBURGH PA 15206",2014-01-13T17:12:28,0,231EN15,1204,Larimer,9,12,42003120400,2,12,5,12-Mar,40.46400992,-79.90978829
F140004590,131,Passenger vehicle fire,"HAMILTON AVE & LASCHALL ST, PITTSBURGH PA 15208",2014-01-14T17:52:40,0,231EN17,1207,Homewood West,9,12,42003120700,2,12,5,17-Mar,40.45671254,-79.90668431
F150020760,111,Building fire,"MAIN ST & PENN AVE, PITTSBURGH PA 15224",2015-03-16T15:50:19,1,231EN06,903,Bloomfield,7,9,42003090300,2,9,5,6-Mar,40.46563813,-79.95517037
F150020815,113,"Cooking fire, confined to container","200 BLOCK DAVENPORT ST, PITTSBURGH PA 15219",2015-03-16T19:56:05,1,231EN04,501,Middle Hill,6,5,42003050100,3,5,2,1-Feb,40.44597496,-79.98098819
F140004610,113,"Cooking fire, confined to container","3200 BLOCK KENNETT SQ, PITTSBURGH PA 15213",2014-01-14T19:05:38,1,231EN10,409,South Oakland,3,4,42003040900,3,4,4,10-Feb,40.43429968,-79.96117302
F130026577,111,Building fire,"100 BLOCK MARLOW ST, PITTSBURGH PA 15220",2013-04-19T01:58:05,1,231EN30,2020,Elliott,2,20,42003562600,5,20,6,17-Jan,40.44308967,-80.03966677
F140004619,113,"Cooking fire, confined to container","6600 BLOCK DALZELL PL, PITTSBURGH PA 15217",2014-01-14T19:31:29,1,231EN18,1403,Squirrel Hill North,8,14,42003140300,3,14,4,18-Feb,40.44156276,-79.91451426
F140004651,111,Building fire,"5000 BLOCK 2ND AVE, PITTSBURGH PA 15207",2014-01-14T22:13:02,1,231EN13,1515,Hazelwood,5,15,42003562300,3,15,4,13-Feb,40.40823336,-79.94389782
F140004672,113,"Cooking fire, confined to container","400 BLOCK S 27TH ST, PITTSBURGH PA 15203",2014-01-15T03:19:02,1,231EN24,1609,South Side Flats,3,16,42003160900,4,16,3,24-Apr,40.42859109,-79.96544643
F140004871,113,"Cooking fire, confined to container","100 BLOCK HORNADAY RD, PITTSBURGH PA 15210",2014-01-15T18:39:39,1,231EN23,2902,Carrick,4,29,42003290200,4,29,3,12-Apr,40.3945116,-79.98573918
F140004897,151,"Outside rubbish, trash or waste fire","700 BLOCK FRANKLIN AVE, PITTSBURGH PA 15221",2014-01-15T20:20:38,0,231EN16,NA,,,,42003560600,,,,21-Mar,40.44118304,-79.88559435
F140004911,113,"Cooking fire, confined to container","300 BLOCK N BEATTY ST, PITTSBURGH PA 15206",2014-01-15T22:44:17,1,231EN08,1115,East Liberty,9,11,42003111500,2,11,5,8-Mar,40.4642573,-79.92542227
